CustomerID,Count,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Churn Score Category,CLTV Category
0634-SZPQA,1,Yes,1,67,4650,Competitor offered higher download speeds,"(60, 70]","(4500, 5000]"
5536-RTPWK,1,Yes,1,100,5157,Competitor offered higher download speeds,"(90, 100]","(5000, 5500]"
6166-ILMNY,1,Yes,1,68,5667,Competitor offered more data,"(60, 70]","(5500, 6000]"
3097-NNSPB,1,Yes,1,98,2960,Competitor offered more data,"(90, 100]","(2500, 3000]"
0655-RBDUG,1,Yes,1,86,2561,Competitor offered more data,"(80, 90]","(2500, 3000]"
4361-BKAXE,1,Yes,1,80,3038,Competitor made better offer,"(70, 80]","(3000, 3500]"
9878-TNQGW,1,Yes,1,65,3533,Competitor made better offer,"(60, 70]","(3500, 4000]"
4441-NIHPT,1,Yes,1,97,2995,Competitor had better devices,"(90, 100]","(2500, 3000]"
8999-BOHSE,1,Yes,1,89,2202,Competitor offered higher download speeds,"(80, 90]","(2000, 2500]"
7029-RPUAV,1,Yes,1,87,5508,Competitor offered more data,"(80, 90]","(5500, 6000]"
4607-CHPCA,1,Yes,1,100,5801,Competitor made better offer,"(90, 100]","(5500, 6000]"
8824-RWFXJ,1,Yes,1,83,2539,Competitor had better devices,"(80, 90]","(2500, 3000]"
9763-PDTKK,1,Yes,1,74,4249,Competitor had better devices,"(70, 80]","(4000, 4500]"
7627-JKIAZ,1,Yes,1,97,3982,Competitor offered higher download speeds,"(90, 100]","(3500, 4000]"
4081-DYXAV,1,Yes,1,72,5182,Competitor offered higher download speeds,"(70, 80]","(5000, 5500]"
8111-SLLHI,1,Yes,1,96,4687,Competitor offered higher download speeds,"(90, 100]","(4500, 5000]"
0927-LCSMG,1,Yes,1,75,3331,Competitor offered more data,"(70, 80]","(3000, 3500]"
8257-RZAHR,1,Yes,1,86,4049,Competitor offered more data,"(80, 90]","(4000, 4500]"
5293-WXJAK,1,Yes,1,82,4553,Competitor offered more data,"(80, 90]","(4500, 5000]"
0841-NULXI,1,Yes,1,71,3958,Don't know,"(70, 80]","(3500, 4000]"
7851-WZEKY,1,Yes,1,82,2414,Competitor made better offer,"(80, 90]","(2000, 2500]"
8844-TONUD,1,Yes,1,75,5295,Attitude of service provider,"(70, 80]","(5000, 5500]"
4086-YQSNZ,1,Yes,1,89,3834,Attitude of service provider,"(80, 90]","(3500, 4000]"
5868-CZJDR,1,Yes,1,85,3605,Attitude of service provider,"(80, 90]","(3500, 4000]"
0135-NMXAP,1,Yes,1,97,5671,Attitude of support person,"(90, 100]","(5500, 6000]"
6270-OMFIW,1,Yes,1,99,4990,Attitude of support person,"(90, 100]","(4500, 5000]"
0107-WESLM,1,Yes,1,66,3874,Attitude of support person,"(60, 70]","(3500, 4000]"
3992-YWPKO,1,Yes,1,69,5750,Attitude of service provider,"(60, 70]","(5500, 6000]"
0125-LZQXK,1,Yes,1,99,3025,Attitude of service provider,"(90, 100]","(3000, 3500]"
8399-YNDCH,1,Yes,1,70,4716,Attitude of service provider,"(60, 70]","(4500, 5000]"
5673-FSSMF,1,Yes,1,91,4611,Attitude of support person,"(90, 100]","(4500, 5000]"
1579-KLYDT,1,Yes,1,98,5356,Competitor made better offer,"(90, 100]","(5000, 5500]"
3927-NLNRY,1,Yes,1,96,5414,Moved,"(90, 100]","(5000, 5500]"
6358-LYNGM,1,Yes,1,84,2548,Moved,"(80, 90]","(2500, 3000]"
5494-HECPR,1,Yes,1,69,2502,Moved,"(60, 70]","(2500, 3000]"
9824-BEMCV,1,Yes,1,77,3368,Competitor offered higher download speeds,"(70, 80]","(3000, 3500]"
1373-ORVIZ,1,Yes,1,91,2860,Competitor offered higher download speeds,"(90, 100]","(2500, 3000]"
9866-QEVEE,1,Yes,1,98,4857,Competitor offered higher download speeds,"(90, 100]","(4500, 5000]"
9897-KXHCM,1,Yes,1,72,3212,Competitor offered higher download speeds,"(70, 80]","(3000, 3500]"
7979-CORPM,1,Yes,1,67,5927,Don't know,"(60, 70]","(5500, 6000]"
1618-CFHME,1,Yes,1,86,2101,Don't know,"(80, 90]","(2000, 2500]"
3165-HDOEW,1,Yes,1,73,3706,Don't know,"(70, 80]","(3500, 4000]"
6581-NQCBA,1,Yes,1,78,4840,Don't know,"(70, 80]","(4500, 5000]"
1689-MRZQR,1,Yes,1,77,2777,Don't know,"(70, 80]","(2500, 3000]"
5835-BEQEU,1,Yes,1,92,4428,Don't know,"(90, 100]","(4000, 4500]"
5565-FILXA,1,Yes,1,96,5913,Don't know,"(90, 100]","(5500, 6000]"
5552-ZNFSJ,1,Yes,1,66,4568,Don't know,"(60, 70]","(4500, 5000]"
2223-KAGMX,1,Yes,1,87,5379,Don't know,"(80, 90]","(5000, 5500]"
7321-PKUYW,1,Yes,1,66,5250,Competitor offered higher download speeds,"(60, 70]","(5000, 5500]"
2833-SLKDQ,1,Yes,1,98,4094,Network reliability,"(90, 100]","(4000, 4500]"
7595-EUIVN,1,Yes,1,70,3940,Network reliability,"(60, 70]","(3500, 4000]"
2026-TGDHM,1,Yes,1,69,3830,Network reliability,"(60, 70]","(3500, 4000]"
4030-VPZBD,1,Yes,1,98,2860,Network reliability,"(90, 100]","(2500, 3000]"
4187-CINZD,1,Yes,1,90,3180,Network reliability,"(80, 90]","(3000, 3500]"
6818-WOBHJ,1,Yes,1,69,5651,Network reliability,"(60, 70]","(5500, 6000]"
2408-TZMJL,1,Yes,1,97,4601,Network reliability,"(90, 100]","(4500, 5000]"
9134-CEQMF,1,Yes,1,89,3077,Network reliability,"(80, 90]","(3000, 3500]"
7993-PYKOF,1,Yes,1,80,2587,Network reliability,"(70, 80]","(2500, 3000]"
5027-XWQHA,1,Yes,1,78,2087,Network reliability,"(70, 80]","(2000, 2500]"
4566-QVRRW,1,Yes,1,84,3200,Network reliability,"(80, 90]","(3000, 3500]"
8519-IMDHU,1,Yes,1,83,4981,Network reliability,"(80, 90]","(4500, 5000]"
0201-OAMXR,1,Yes,1,87,4838,Network reliability,"(80, 90]","(4500, 5000]"
3372-KWFBM,1,Yes,1,81,2508,Network reliability,"(80, 90]","(2500, 3000]"
7831-QGOXH,1,Yes,1,77,3326,Don't know,"(70, 80]","(3000, 3500]"
6393-WRYZE,1,Yes,1,87,3979,Don't know,"(80, 90]","(3500, 4000]"
6599-RCLCJ,1,Yes,1,90,5863,Don't know,"(80, 90]","(5500, 6000]"
9831-BPFRI,1,Yes,1,65,3849,Poor expertise of online support,"(60, 70]","(3500, 4000]"
1725-MIMXW,1,Yes,1,78,5687,Poor expertise of phone support,"(70, 80]","(5500, 6000]"
0031-PVLZI,1,Yes,1,81,4133,Competitor had better devices,"(80, 90]","(4000, 4500]"
7206-GZCDC,1,Yes,1,75,4371,Competitor offered higher download speeds,"(70, 80]","(4000, 4500]"
4791-QRGMF,1,Yes,1,76,6098,Competitor offered more data,"(70, 80]","(6000, 6500]"
1768-ZAIFU,1,Yes,1,67,5688,Competitor made better offer,"(60, 70]","(5500, 6000]"
4671-LXRDQ,1,Yes,1,93,5704,Competitor had better devices,"(90, 100]","(5500, 6000]"
1934-SJVJK,1,Yes,1,70,4103,Competitor had better devices,"(60, 70]","(4000, 4500]"
3838-OZURD,1,Yes,1,96,5723,Competitor offered higher download speeds,"(90, 100]","(5500, 6000]"
9269-CQOOL,1,Yes,1,66,3335,Competitor offered higher download speeds,"(60, 70]","(3000, 3500]"
2845-HSJCY,1,Yes,1,78,4786,Competitor offered higher download speeds,"(70, 80]","(4500, 5000]"
1184-PJVDB,1,Yes,1,68,5640,Competitor offered more data,"(60, 70]","(5500, 6000]"
9415-DPEWS,1,Yes,1,96,5727,Competitor offered more data,"(90, 100]","(5500, 6000]"
7943-RQCHR,1,Yes,1,83,2893,Competitor offered more data,"(80, 90]","(2500, 3000]"
3793-MMFUH,1,Yes,1,97,2230,Competitor made better offer,"(90, 100]","(2000, 2500]"
3249-ZPQRG,1,Yes,1,67,5048,Competitor made better offer,"(60, 70]","(5000, 5500]"
2568-BRGYX,1,Yes,1,92,5094,Competitor had better devices,"(90, 100]","(5000, 5500]"
7721-JXEAW,1,Yes,1,70,4324,Competitor offered higher download speeds,"(60, 70]","(4000, 4500]"
7249-WBIYX,1,Yes,1,70,5146,Competitor offered more data,"(60, 70]","(5000, 5500]"
6567-HOOPW,1,Yes,1,76,4363,Competitor made better offer,"(70, 80]","(4000, 4500]"
3164-AALRN,1,Yes,1,77,2673,Competitor had better devices,"(70, 80]","(2500, 3000]"
3334-CTHOL,1,Yes,1,71,2041,Competitor had better devices,"(70, 80]","(2000, 2500]"
4704-ERYFC,1,Yes,1,85,2159,Competitor offered higher download speeds,"(80, 90]","(2000, 2500]"
8621-MNIHH,1,Yes,1,88,3369,Competitor offered higher download speeds,"(80, 90]","(3000, 3500]"
0471-LVHGK,1,Yes,1,86,2041,Competitor offered higher download speeds,"(80, 90]","(2000, 2500]"
9518-RWHZL,1,Yes,1,69,5452,Competitor offered more data,"(60, 70]","(5000, 5500]"
5419-CONWX,1,Yes,1,89,2268,Competitor offered more data,"(80, 90]","(2000, 2500]"
6240-EURKS,1,Yes,1,76,2649,Competitor offered more data,"(70, 80]","(2500, 3000]"
6960-HVYXR,1,Yes,1,72,2567,Competitor made better offer,"(70, 80]","(2500, 3000]"
7024-OHCCK,1,Yes,1,72,4193,Don't know,"(70, 80]","(4000, 4500]"
7861-UVUFT,1,Yes,1,86,4003,Competitor had better devices,"(80, 90]","(4000, 4500]"
5357-TZHPP,1,Yes,1,83,5745,Competitor offered higher download speeds,"(80, 90]","(5500, 6000]"
0680-DFNNY,1,Yes,1,97,2055,Competitor offered more data,"(90, 100]","(2000, 2500]"
7767-UXAGJ,1,Yes,1,68,2928,Competitor made better offer,"(60, 70]","(2500, 3000]"
1571-SAVHK,1,Yes,1,80,5598,Competitor had better devices,"(70, 80]","(5500, 6000]"
9546-CQJSU,1,Yes,1,80,5100,Competitor had better devices,"(70, 80]","(5000, 5500]"
0506-LVNGN,1,Yes,1,97,4028,Competitor offered higher download speeds,"(90, 100]","(4000, 4500]"
2951-QOQTK,1,Yes,1,72,5436,Competitor offered higher download speeds,"(70, 80]","(5000, 5500]"
3473-XIIIT,1,Yes,1,68,3794,Competitor offered higher download speeds,"(60, 70]","(3500, 4000]"
7893-IXHRQ,1,Yes,1,87,5636,Competitor offered more data,"(80, 90]","(5500, 6000]"
2952-QAYZF,1,Yes,1,81,2264,Competitor offered more data,"(80, 90]","(2000, 2500]"
4763-PGDPO,1,Yes,1,88,4494,Competitor offered more data,"(80, 90]","(4000, 4500]"
5394-SVGJV,1,Yes,1,82,3066,Competitor made better offer,"(80, 90]","(3000, 3500]"
9283-LZQOH,1,Yes,1,89,3687,Competitor made better offer,"(80, 90]","(3500, 4000]"
7079-QRCBC,1,Yes,1,85,4016,Competitor had better devices,"(80, 90]","(4000, 4500]"
5469-CTCWN,1,Yes,1,92,4334,Competitor offered higher download speeds,"(90, 100]","(4000, 4500]"
9851-QXEEQ,1,Yes,1,84,3316,Competitor offered more data,"(80, 90]","(3000, 3500]"
9809-IMGCQ,1,Yes,1,93,4458,Competitor made better offer,"(90, 100]","(4000, 4500]"
5208-HFSBT,1,Yes,1,81,5855,Competitor had better devices,"(80, 90]","(5500, 6000]"
3254-YRILK,1,Yes,1,69,5683,Competitor had better devices,"(60, 70]","(5500, 6000]"
2667-WYLWJ,1,Yes,1,89,2247,Competitor offered higher download speeds,"(80, 90]","(2000, 2500]"
0529-ONKER,1,Yes,1,96,2099,Competitor offered higher download speeds,"(90, 100]","(2000, 2500]"
5240-IJOQT,1,Yes,1,88,3348,Competitor offered higher download speeds,"(80, 90]","(3000, 3500]"
1092-GANHU,1,Yes,1,87,3182,Competitor offered more data,"(80, 90]","(3000, 3500]"
0661-XEYAN,1,Yes,1,97,3884,Competitor offered more data,"(90, 100]","(3500, 4000]"
7881-EVUAD,1,Yes,1,79,4648,Competitor offered more data,"(70, 80]","(4500, 5000]"
5766-XQXMQ,1,Yes,1,79,5449,Competitor made better offer,"(70, 80]","(5000, 5500]"
3703-VAVCL,1,Yes,1,99,3902,Competitor made better offer,"(90, 100]","(3500, 4000]"
8519-QJGJD,1,Yes,1,71,4995,Attitude of service provider,"(70, 80]","(4500, 5000]"
6326-MTTXK,1,Yes,1,97,3849,Attitude of service provider,"(90, 100]","(3500, 4000]"
0330-IVZHA,1,Yes,1,81,2969,Attitude of service provider,"(80, 90]","(2500, 3000]"
2886-KEFUM,1,Yes,1,96,6144,Attitude of support person,"(90, 100]","(6000, 6500]"
4237-RLAQD,1,Yes,1,94,5930,Attitude of support person,"(90, 100]","(5500, 6000]"
9651-GTSAQ,1,Yes,1,94,4471,Attitude of support person,"(90, 100]","(4000, 4500]"
3186-BAXNB,1,Yes,1,71,4319,Attitude of service provider,"(70, 80]","(4000, 4500]"
0637-YLETY,1,Yes,1,96,5915,Attitude of service provider,"(90, 100]","(5500, 6000]"
1157-BQCUW,1,Yes,1,82,2591,Attitude of service provider,"(80, 90]","(2500, 3000]"
2660-EMUBI,1,Yes,1,75,5353,Attitude of support person,"(70, 80]","(5000, 5500]"
7675-OZCZG,1,Yes,1,77,4145,Competitor made better offer,"(70, 80]","(4000, 4500]"
2003-CKLOR,1,Yes,1,73,4001,Moved,"(70, 80]","(4000, 4500]"
9254-RBFON,1,Yes,1,91,5160,Moved,"(90, 100]","(5000, 5500]"
1205-WNWPJ,1,Yes,1,91,4661,Moved,"(90, 100]","(4500, 5000]"
9391-EOYLI,1,Yes,1,69,5374,Competitor made better offer,"(60, 70]","(5000, 5500]"
8387-MOJJT,1,Yes,1,82,5396,Competitor made better offer,"(80, 90]","(5000, 5500]"
2761-OCIAX,1,Yes,1,81,2803,Competitor made better offer,"(80, 90]","(2500, 3000]"
3068-OMWZA,1,Yes,1,91,3106,Competitor made better offer,"(90, 100]","(3000, 3500]"
6032-KRXXO,1,Yes,1,84,5654,Competitor made better offer,"(80, 90]","(5500, 6000]"
7459-RRWQZ,1,Yes,1,89,4780,Competitor made better offer,"(80, 90]","(4500, 5000]"
4154-AQUGT,1,Yes,1,82,3861,Competitor made better offer,"(80, 90]","(3500, 4000]"
3092-IGHWF,1,Yes,1,65,4421,Competitor made better offer,"(60, 70]","(4000, 4500]"
8017-LXHFA,1,Yes,1,95,2740,Competitor made better offer,"(90, 100]","(2500, 3000]"
6352-TWCAU,1,Yes,1,68,5874,Competitor made better offer,"(60, 70]","(5500, 6000]"
2929-QNSRW,1,Yes,1,97,4886,Competitor made better offer,"(90, 100]","(4500, 5000]"
1262-OPMFY,1,Yes,1,96,5105,Competitor made better offer,"(90, 100]","(5000, 5500]"
4248-QPAVC,1,Yes,1,70,3209,Competitor made better offer,"(60, 70]","(3000, 3500]"
1899-VXWXM,1,Yes,1,69,5898,Competitor made better offer,"(60, 70]","(5500, 6000]"
4690-LLKUA,1,Yes,1,65,3797,Extra data charges,"(60, 70]","(3500, 4000]"
3331-HQDTW,1,Yes,1,78,3410,Extra data charges,"(70, 80]","(3000, 3500]"
9490-DFPMD,1,Yes,1,76,4871,Extra data charges,"(70, 80]","(4500, 5000]"
5442-XSDCW,1,Yes,1,68,3469,Extra data charges,"(60, 70]","(3000, 3500]"
3049-NDXFL,1,Yes,1,99,2850,Extra data charges,"(90, 100]","(2500, 3000]"
8580-AECUZ,1,Yes,1,84,5001,Extra data charges,"(80, 90]","(5000, 5500]"
7963-GQRMY,1,Yes,1,88,4903,Extra data charges,"(80, 90]","(4500, 5000]"
1228-FZFRV,1,Yes,1,79,5536,Extra data charges,"(70, 80]","(5500, 6000]"
2058-DCJBE,1,Yes,1,99,3965,Extra data charges,"(90, 100]","(3500, 4000]"
5364-XYIRR,1,Yes,1,100,4747,Extra data charges,"(90, 100]","(4500, 5000]"
4829-AUOAX,1,Yes,1,77,2712,Extra data charges,"(70, 80]","(2500, 3000]"
5047-LHVLY,1,Yes,1,98,3438,Extra data charges,"(90, 100]","(3000, 3500]"
9158-VCTQB,1,Yes,1,96,4963,Extra data charges,"(90, 100]","(4500, 5000]"
6311-UEUME,1,Yes,1,90,3249,Extra data charges,"(80, 90]","(3000, 3500]"
6839-ITVZJ,1,Yes,1,71,2039,Don't know,"(70, 80]","(2000, 2500]"
0375-HVGXO,1,Yes,1,81,4476,Don't know,"(80, 90]","(4000, 4500]"
8593-WHYHV,1,Yes,1,67,4934,Don't know,"(60, 70]","(4500, 5000]"
6097-EQISJ,1,Yes,1,82,4688,Attitude of support person,"(80, 90]","(4500, 5000]"
4423-YLHDV,1,Yes,1,67,5570,Attitude of support person,"(60, 70]","(5500, 6000]"
0107-YHINA,1,Yes,1,93,4214,Attitude of support person,"(90, 100]","(4000, 4500]"
8640-SDGKB,1,Yes,1,69,3633,Attitude of support person,"(60, 70]","(3500, 4000]"
4116-TZAQJ,1,Yes,1,76,5393,Attitude of support person,"(70, 80]","(5000, 5500]"
3877-JRJIP,1,Yes,1,71,4017,Attitude of support person,"(70, 80]","(4000, 4500]"
8375-DKEBR,1,Yes,1,96,3438,Attitude of support person,"(90, 100]","(3000, 3500]"
7511-YMXVQ,1,Yes,1,81,5028,Attitude of support person,"(80, 90]","(5000, 5500]"
7551-JOHTI,1,Yes,1,77,5211,Attitude of support person,"(70, 80]","(5000, 5500]"
9804-ICWBG,1,Yes,1,88,3349,Attitude of support person,"(80, 90]","(3000, 3500]"
5318-IXUZF,1,Yes,1,72,4149,Don't know,"(70, 80]","(4000, 4500]"
3198-VELRD,1,Yes,1,100,2014,Attitude of support person,"(90, 100]","(2000, 2500]"
9436-ZBZCT,1,Yes,1,97,5463,Attitude of support person,"(90, 100]","(5000, 5500]"
7279-BUYWN,1,Yes,1,89,3380,Attitude of support person,"(80, 90]","(3000, 3500]"
7156-MHUGY,1,Yes,1,76,5394,Attitude of support person,"(70, 80]","(5000, 5500]"
7198-GLXTC,1,Yes,1,92,5239,Attitude of support person,"(90, 100]","(5000, 5500]"
0516-VRYBW,1,Yes,1,85,4931,Attitude of support person,"(80, 90]","(4500, 5000]"
8380-PEFPE,1,Yes,1,93,2377,Attitude of support person,"(90, 100]","(2000, 2500]"
5687-DKDTV,1,Yes,1,76,5984,Attitude of support person,"(70, 80]","(5500, 6000]"
7530-HDYDS,1,Yes,1,70,2885,Attitude of support person,"(60, 70]","(2500, 3000]"
3096-IZETN,1,Yes,1,89,4741,Attitude of support person,"(80, 90]","(4500, 5000]"
5922-ABDVO,1,Yes,1,74,3046,Attitude of support person,"(70, 80]","(3000, 3500]"
9172-ANCRX,1,Yes,1,68,5561,Attitude of support person,"(60, 70]","(5500, 6000]"
6910-HADCM,1,Yes,1,67,5613,Attitude of support person,"(60, 70]","(5500, 6000]"
4816-LXZYW,1,Yes,1,68,5216,Attitude of support person,"(60, 70]","(5000, 5500]"
9606-PBKBQ,1,Yes,1,94,4584,Attitude of support person,"(90, 100]","(4500, 5000]"
3536-IQCTX,1,Yes,1,75,2712,Attitude of support person,"(70, 80]","(2500, 3000]"
4911-BANWH,1,Yes,1,74,4198,Attitude of support person,"(70, 80]","(4000, 4500]"
8496-EJAUI,1,Yes,1,89,2251,Attitude of support person,"(80, 90]","(2000, 2500]"
3132-TVFDZ,1,Yes,1,82,5172,Attitude of support person,"(80, 90]","(5000, 5500]"
8080-DDEMJ,1,Yes,1,79,4499,Attitude of support person,"(70, 80]","(4000, 4500]"
6365-MTGZX,1,Yes,1,71,3068,Attitude of support person,"(70, 80]","(3000, 3500]"
1349-WXNGG,1,Yes,1,66,4710,Attitude of support person,"(60, 70]","(4500, 5000]"
6990-YNRIO,1,Yes,1,79,6120,Attitude of support person,"(70, 80]","(6000, 6500]"
0621-TWIEM,1,Yes,1,67,4097,Attitude of support person,"(60, 70]","(4000, 4500]"
2485-ITVKB,1,Yes,1,78,2643,Attitude of support person,"(70, 80]","(2500, 3000]"
3669-OYSJI,1,Yes,1,76,4167,Attitude of support person,"(70, 80]","(4000, 4500]"
1612-EOHDH,1,Yes,1,89,5828,Attitude of support person,"(80, 90]","(5500, 6000]"
6702-OHFWR,1,Yes,1,91,4972,Don't know,"(90, 100]","(4500, 5000]"
4510-PYUSH,1,Yes,1,75,3110,Attitude of support person,"(70, 80]","(3000, 3500]"
7517-SAWMO,1,Yes,1,97,4718,Attitude of support person,"(90, 100]","(4500, 5000]"
4143-HHPMK,1,Yes,1,98,6402,Attitude of support person,"(90, 100]","(6000, 6500]"
7054-LGEQW,1,Yes,1,69,4888,Attitude of support person,"(60, 70]","(4500, 5000]"
0923-PNFUB,1,Yes,1,65,4852,Attitude of support person,"(60, 70]","(4500, 5000]"
3494-JCHRQ,1,Yes,1,69,2699,Attitude of support person,"(60, 70]","(2500, 3000]"
6474-FVJLC,1,Yes,1,77,4546,Attitude of support person,"(70, 80]","(4500, 5000]"
8840-DQLGN,1,Yes,1,81,4745,Attitude of support person,"(80, 90]","(4500, 5000]"
4547-LYTDD,1,Yes,1,73,2850,Attitude of support person,"(70, 80]","(2500, 3000]"
6770-XUAGN,1,Yes,1,90,3753,Attitude of support person,"(80, 90]","(3500, 4000]"
4193-ORFCL,1,Yes,1,70,2740,Attitude of support person,"(60, 70]","(2500, 3000]"
7776-QWNFX,1,Yes,1,83,4795,Attitude of support person,"(80, 90]","(4500, 5000]"
6689-TCZHQ,1,Yes,1,65,4054,Attitude of support person,"(60, 70]","(4000, 4500]"
3143-ILDAL,1,Yes,1,96,4830,Attitude of support person,"(90, 100]","(4500, 5000]"
4720-VSTSI,1,Yes,1,66,3997,Attitude of support person,"(60, 70]","(3500, 4000]"
3946-MHCZW,1,Yes,1,83,5111,Attitude of support person,"(80, 90]","(5000, 5500]"
6651-AZVTJ,1,Yes,1,83,6088,Attitude of support person,"(80, 90]","(6000, 6500]"
4566-GOLUK,1,Yes,1,98,3620,Attitude of support person,"(90, 100]","(3500, 4000]"
2484-DGXPZ,1,Yes,1,67,2687,Attitude of support person,"(60, 70]","(2500, 3000]"
4587-NUKOX,1,Yes,1,74,5339,Attitude of support person,"(70, 80]","(5000, 5500]"
0420-BWTPW,1,Yes,1,78,5578,Attitude of support person,"(70, 80]","(5500, 6000]"
8183-ONMXC,1,Yes,1,87,2176,Attitude of support person,"(80, 90]","(2000, 2500]"
9614-RMGHA,1,Yes,1,82,5530,Attitude of support person,"(80, 90]","(5500, 6000]"
5054-IEXZT,1,Yes,1,90,5284,Attitude of support person,"(80, 90]","(5000, 5500]"
5834-ASPWA,1,Yes,1,74,5518,Attitude of support person,"(70, 80]","(5500, 6000]"
3948-XHGNA,1,Yes,1,80,5005,Attitude of support person,"(70, 80]","(5000, 5500]"
0565-IYCGT,1,Yes,1,93,6230,Attitude of support person,"(90, 100]","(6000, 6500]"
5445-UTODQ,1,Yes,1,87,3238,Don't know,"(80, 90]","(3000, 3500]"
1024-VRZHF,1,Yes,1,70,2044,Attitude of support person,"(60, 70]","(2000, 2500]"
9497-QCMMS,1,Yes,1,81,5536,Competitor made better offer,"(80, 90]","(5500, 6000]"
0348-SDKOL,1,Yes,1,96,4415,Moved,"(90, 100]","(4000, 4500]"
4373-MAVJG,1,Yes,1,70,5148,Moved,"(60, 70]","(5000, 5500]"
8901-HJXTF,1,Yes,1,94,3747,Moved,"(90, 100]","(3500, 4000]"
5419-KLXBN,1,Yes,1,97,5853,Competitor offered higher download speeds,"(90, 100]","(5500, 6000]"
3424-NMNBO,1,Yes,1,91,4739,Competitor offered higher download speeds,"(90, 100]","(4500, 5000]"
4514-GFCFI,1,Yes,1,99,5136,Competitor offered higher download speeds,"(90, 100]","(5000, 5500]"
9828-AOQLM,1,Yes,1,99,3187,Competitor offered higher download speeds,"(90, 100]","(3000, 3500]"
8000-REIQB,1,Yes,1,94,3208,Competitor offered higher download speeds,"(90, 100]","(3000, 3500]"
7615-ESMYF,1,Yes,1,70,5482,Competitor offered higher download speeds,"(60, 70]","(5000, 5500]"
3858-VOBET,1,Yes,1,89,5897,Competitor offered higher download speeds,"(80, 90]","(5500, 6000]"
1447-PJGGA,1,Yes,1,93,5789,Competitor offered higher download speeds,"(90, 100]","(5500, 6000]"
8565-CLBZW,1,Yes,1,95,2050,Competitor offered higher download speeds,"(90, 100]","(2000, 2500]"
9139-WQQDY,1,Yes,1,90,4235,Competitor offered higher download speeds,"(80, 90]","(4000, 4500]"
0224-HJAPT,1,Yes,1,82,2857,Competitor offered higher download speeds,"(80, 90]","(2500, 3000]"
8086-OVPWV,1,Yes,1,99,2384,Competitor offered higher download speeds,"(90, 100]","(2000, 2500]"
9430-FRQOC,1,Yes,1,80,5587,Competitor offered higher download speeds,"(70, 80]","(5500, 6000]"
3074-GQWYX,1,Yes,1,87,3520,Competitor offered higher download speeds,"(80, 90]","(3500, 4000]"
6845-RGTYS,1,Yes,1,80,4622,Product dissatisfaction,"(70, 80]","(4500, 5000]"
8861-HGGKB,1,Yes,1,80,5699,Product dissatisfaction,"(70, 80]","(5500, 6000]"
7065-YUNRY,1,Yes,1,69,3049,Product dissatisfaction,"(60, 70]","(3000, 3500]"
7694-VLBWQ,1,Yes,1,74,4857,Product dissatisfaction,"(70, 80]","(4500, 5000]"
4795-KTRTH,1,Yes,1,99,4287,Product dissatisfaction,"(90, 100]","(4000, 4500]"
6481-OGDOO,1,Yes,1,73,4394,Product dissatisfaction,"(70, 80]","(4000, 4500]"
3753-TSEMP,1,Yes,1,79,2524,Product dissatisfaction,"(70, 80]","(2500, 3000]"
8305-VHZBZ,1,Yes,1,92,4325,Product dissatisfaction,"(90, 100]","(4000, 4500]"
9172-JITSM,1,Yes,1,75,2641,Don't know,"(70, 80]","(2500, 3000]"
6298-QDFNH,1,Yes,1,68,4718,Product dissatisfaction,"(60, 70]","(4500, 5000]"
9961-JBNMK,1,Yes,1,87,4317,Product dissatisfaction,"(80, 90]","(4000, 4500]"
6173-ITPWD,1,Yes,1,98,2516,Product dissatisfaction,"(90, 100]","(2500, 3000]"
9734-UYXQI,1,Yes,1,97,5115,Product dissatisfaction,"(90, 100]","(5000, 5500]"
2189-UXTKY,1,Yes,1,91,3410,Product dissatisfaction,"(90, 100]","(3000, 3500]"
4958-GZWIY,1,Yes,1,98,2984,Don't know,"(90, 100]","(2500, 3000]"
6356-ELRKD,1,Yes,1,79,4091,Don't know,"(70, 80]","(4000, 4500]"
8624-GIOUT,1,Yes,1,78,6006,Don't know,"(70, 80]","(6000, 6500]"
6179-GJPSO,1,Yes,1,86,2833,Poor expertise of online support,"(80, 90]","(2500, 3000]"
3177-LASXD,1,Yes,1,77,2619,Poor expertise of phone support,"(70, 80]","(2500, 3000]"
4897-QSUYC,1,Yes,1,86,4939,Attitude of support person,"(80, 90]","(4500, 5000]"
1084-UQCHV,1,Yes,1,66,2901,Attitude of support person,"(60, 70]","(2500, 3000]"
8290-YWKHZ,1,Yes,1,90,5247,Attitude of service provider,"(80, 90]","(5000, 5500]"
2955-BJZHG,1,Yes,1,77,5174,Attitude of service provider,"(70, 80]","(5000, 5500]"
3806-DXQOM,1,Yes,1,95,2563,Attitude of service provider,"(90, 100]","(2500, 3000]"
9300-RENDD,1,Yes,1,99,4815,Attitude of support person,"(90, 100]","(4500, 5000]"
0761-AETCS,1,Yes,1,92,3236,Attitude of support person,"(90, 100]","(3000, 3500]"
2153-MREFK,1,Yes,1,79,3599,Attitude of support person,"(70, 80]","(3500, 4000]"
3106-ULWFW,1,Yes,1,95,2887,Attitude of service provider,"(90, 100]","(2500, 3000]"
